email_custom_domain,same_email_domain_count,projects_count,strings_count,members_count,has_private_project,same_login_and_project_name,days_after_last_login,country,purchase
0,187,41,66,18,1,0,25,Spain,0
1,54,52,85,48,1,1,4,Germany,1
0,94,58,73,9,1,1,20,Italy,0
1,45,54,65,682,0,1,0,France,0
1,4,37,29,507,0,0,30,Ukraine,0
1,141,81,76,2,1,1,0,Germany,0
0,48,4,5,859,0,0,3,Germany,1
1,132,44,17,47,1,1,24,Japan,0
1,198,57,70,14,1,1,0,Germany,1
0,176,63,74,9,1,1,3,Ukraine,0
0,175,44,96,13,1,1,3,Ukraine,0
1,65,77,52,355,0,0,3,Polland,1
0,11,64,20,39,1,1,0,"Saudi Arabia",0
0,171,14,95,799,0,1,21,China,0
1,27,63,3,34,1,0,3,"Saudi Arabia",1
1,168,47,6,1,1,1,3,Polland,0
1,144,15,50,298,0,0,7,Germany,0
1,11,63,32,38,1,1,2,Polland,1
1,182,36,51,1,1,0,28,Polland,0
0,196,91,39,174,0,0,10,France,0
0,127,24,43,42,1,1,29,Japan,0
1,128,90,1,465,0,0,18,Polland,0
1,102,96,98,469,0,0,24,China,0
1,18,65,21,39,1,1,7,Spain,1
0,108,74,91,689,0,1,24,"Saudi Arabia",0
1,188,36,3,254,0,0,19,Ukraine,0
0,47,18,100,11,1,0,4,China,1
1,99,48,23,41,1,0,28,Ukraine,0
1,96,55,95,44,1,1,24,Italy,0
0,110,35,68,666,0,1,8,"Saudi Arabia",0
0,118,97,64,861,0,0,0,China,0
1,16,14,49,14,1,0,17,"Saudi Arabia",0
1,148,85,85,470,0,1,18,Japan,0
0,72,59,0,865,0,0,20,"Saudi Arabia",0
0,66,36,81,988,0,1,8,China,0
1,104,33,98,826,0,0,26,China,0
0,34,54,32,680,0,1,2,Ukraine,1
1,128,95,34,303,0,1,0,Spain,0
0,127,21,3,5,1,0,1,Spain,1
0,25,7,6,2,1,0,14,USA,0
1,153,85,99,293,0,1,1,Germany,1
1,68,3,13,10,1,1,14,Italy,0
0,110,59,67,25,1,1,18,Ukraine,0
0,194,88,34,991,0,1,24,France,0
1,191,25,87,1,1,1,5,Ukraine,0
1,100,78,81,328,0,0,19,"Saudi Arabia",0
1,58,29,71,368,0,1,10,Ukraine,0
1,181,2,30,16,1,0,30,Polland,0
0,185,63,24,38,1,1,5,Germany,1
1,17,100,31,31,1,1,15,Spain,0
0,55,91,15,1,1,1,7,Italy,1
1,100,58,1,17,1,0,10,Ukraine,0
0,44,82,38,14,1,1,1,"Saudi Arabia",1
0,149,37,30,14,1,0,4,Germany,1
0,92,86,50,44,1,1,22,Polland,0
1,142,97,95,709,0,1,5,"Saudi Arabia",1
1,18,97,9,39,1,0,12,Spain,0
1,94,13,52,631,0,1,9,China,0
0,87,89,96,8,1,1,27,USA,0
1,96,30,53,126,0,1,2,Spain,0
1,16,42,80,30,1,0,5,Ukraine,1
1,112,31,27,268,0,0,21,France,0
1,39,22,73,903,0,0,11,Polland,0
1,47,11,30,33,1,0,4,Italy,1
0,75,19,45,614,0,0,16,Ukraine,0
0,71,79,60,240,0,0,25,Polland,0
1,86,22,12,937,0,0,5,France,1
1,104,1,51,5,1,1,24,China,0
0,62,74,57,329,0,0,17,Ukraine,0
0,61,21,99,952,0,1,15,France,0
1,74,29,88,206,0,1,8,Polland,0
1,110,84,13,680,0,0,7,France,1
0,42,69,45,7,1,0,7,"Saudi Arabia",1
0,32,16,4,563,0,1,13,Italy,0
0,119,37,18,15,1,1,6,France,0
0,198,38,66,140,0,1,14,China,0
1,9,90,93,447,0,1,4,Polland,1
1,151,3,61,38,1,0,2,China,0
0,30,54,91,42,1,0,0,China,0
1,32,58,46,388,0,0,1,Italy,0
0,39,11,24,544,0,1,24,Japan,0
1,138,72,71,596,0,1,1,Germany,0
0,10,24,25,40,1,1,19,China,0
0,36,41,3,7,1,1,6,France,1
1,25,85,84,5,1,0,7,China,1
1,70,63,27,16,1,1,8,Ukraine,0
0,80,40,6,2,1,0,24,China,0
0,149,64,16,40,1,1,4,Ukraine,0
0,89,44,75,2,1,1,2,France,0
0,194,26,1,30,1,0,0,Ukraine,0
0,118,50,49,859,0,0,14,USA,0
1,69,75,55,18,0,1,1,Ukraine,0
1,66,66,36,8,1,1,7,France,1
0,179,53,35,48,1,1,6,Polland,0
0,160,49,37,20,0,1,8,Polland,0
0,200,70,24,18,1,0,9,USA,0
0,93,62,85,39,1,1,1,Spain,1
1,84,51,97,35,1,0,16,China,0
0,176,84,51,296,0,0,14,Japan,0
0,107,67,13,68,0,0,21,Spain,0
1,198,23,27,11,1,1,4,France,1
0,79,4,55,35,1,1,25,Spain,0
1,41,21,41,15,1,0,24,USA,0
0,47,36,55,565,0,1,22,Polland,0
0,25,94,58,9,1,0,4,Ukraine,1
1,47,81,24,32,1,1,21,Italy,0
0,172,42,60,518,0,1,7,Spain,1
1,126,47,78,1,1,1,11,France,0
0,29,6,42,986,0,0,5,USA,0
1,187,74,59,595,0,0,3,France,1
1,127,62,86,43,1,0,0,Polland,1
0,107,80,33,8,1,1,11,Germany,0
1,153,62,17,17,1,0,0,"Saudi Arabia",0
0,26,37,19,44,1,1,21,Ukraine,0
1,27,46,33,50,1,0,1,Italy,0
0,69,13,27,31,1,1,18,Italy,0
1,97,30,7,372,0,1,9,Polland,0
0,132,36,19,718,0,0,3,USA,0
1,130,73,31,753,0,0,15,China,0
1,66,81,99,996,0,0,1,Spain,0
1,172,18,35,32,1,1,16,Ukraine,0
1,163,2,77,7,1,1,26,China,0
0,97,89,61,43,1,1,27,Japan,0
1,99,40,39,452,0,0,22,Japan,0
1,84,56,89,252,0,0,18,Spain,0
0,152,47,91,567,0,1,2,Germany,1
1,144,22,31,44,1,1,11,Ukraine,0
1,58,47,48,27,1,0,8,Polland,0
0,122,66,67,44,1,0,6,Japan,0
1,1,60,74,930,0,1,2,Germany,1
1,19,60,90,29,1,1,1,Italy,1
1,120,42,51,13,1,1,20,Polland,0
0,28,65,60,864,0,0,30,Spain,0
0,36,41,58,19,1,1,2,France,0
0,89,74,65,555,0,1,2,Ukraine,0
0,168,45,63,243,0,0,2,Germany,1
0,108,71,55,8,1,1,3,Germany,0
0,187,97,44,1,1,1,4,Japan,0
1,156,50,7,30,1,0,1,Japan,0
0,115,42,14,18,1,1,20,Ukraine,0
1,67,81,56,22,1,0,8,China,0
0,98,32,43,31,1,0,2,USA,1
1,125,100,56,69,0,0,5,Spain,1
0,160,88,52,30,1,0,4,China,0
1,118,47,69,166,0,0,5,Germany,1
1,24,27,58,23,1,0,20,China,0
0,85,63,59,840,0,1,14,China,0
1,17,57,56,30,1,1,25,USA,0
1,14,48,23,33,1,0,9,"Saudi Arabia",0
0,5,14,22,282,0,0,19,Ukraine,0
0,142,43,52,276,0,0,9,China,0
1,145,63,88,347,0,1,23,Italy,0
0,9,40,81,931,0,1,24,Italy,0
0,31,11,10,32,1,1,4,France,1
1,115,37,29,370,0,0,15,Polland,0
0,157,30,42,42,1,1,3,Spain,1
1,0,7,53,41,1,1,6,Ukraine,1
1,25,37,95,19,1,1,12,Spain,0
0,168,100,59,49,1,0,2,"Saudi Arabia",1
0,11,18,95,45,1,1,1,China,1
1,97,57,77,18,1,1,2,Japan,0
1,175,38,21,371,0,1,4,China,1
0,82,72,10,44,1,0,22,France,0
1,64,22,37,8,1,0,25,Polland,0
1,197,39,15,295,0,0,15,Japan,0
1,111,22,10,577,0,1,8,France,0
1,167,11,34,213,0,1,0,France,0
0,37,54,81,31,1,0,17,Italy,0
0,38,25,24,794,0,1,3,Germany,1
1,162,58,89,32,1,0,3,Japan,1
0,23,37,88,7,1,1,25,Ukraine,0
0,7,66,90,50,1,0,3,"Saudi Arabia",0
0,69,55,70,50,1,0,7,"Saudi Arabia",1
0,142,99,89,12,1,1,14,Polland,0
0,85,88,77,873,0,1,8,Spain,0
1,118,50,29,49,1,0,4,Ukraine,0
0,4,56,82,24,1,1,14,Spain,0
1,125,75,33,40,1,0,4,Germany,0
0,52,28,69,10,1,1,2,Germany,1
0,188,79,25,30,1,1,22,Ukraine,0
0,124,46,48,31,1,0,3,Spain,1
1,95,36,17,48,1,1,1,Spain,0
0,127,78,55,170,0,1,27,Germany,0
0,24,30,2,572,0,1,19,Ukraine,0
0,176,67,65,768,0,1,22,Ukraine,0
1,73,60,75,5,1,0,2,"Saudi Arabia",1
1,16,73,63,8,1,1,3,Italy,1
1,111,8,14,3,1,1,2,China,0
1,169,35,44,674,0,0,22,Spain,0
1,195,21,55,35,1,0,2,Ukraine,1
0,75,96,27,10,1,0,22,Italy,0
0,162,45,2,16,1,0,22,Italy,0
1,128,4,99,17,1,1,3,USA,1
0,96,14,42,23,1,1,1,Germany,1
0,75,21,88,7,1,1,21,USA,0
0,91,62,97,993,0,1,5,France,1
0,198,95,57,7,1,0,26,China,0
0,8,32,63,455,0,0,17,USA,0
1,37,55,88,21,1,1,17,Italy,0
1,170,58,81,17,1,0,7,China,0
1,92,79,43,400,0,0,6,Polland,1
0,118,59,90,3,1,1,7,China,1
0,191,12,74,63,0,0,6,"Saudi Arabia",0
1,62,4,57,67,0,1,22,Spain,0
1,133,68,91,28,1,1,2,Japan,1
0,180,55,100,29,1,1,1,Germany,1
1,123,46,48,14,1,0,30,USA,0
1,22,2,68,626,0,0,29,Italy,0
1,152,12,88,806,0,0,8,Japan,0
1,66,26,24,9,1,0,5,"Saudi Arabia",1
1,189,58,61,25,1,0,7,Italy,1
1,145,19,25,26,1,0,14,USA,0
1,144,11,78,361,0,1,6,Polland,0
1,10,13,64,42,1,0,0,Italy,0
1,61,48,63,687,0,1,11,USA,0
0,129,36,42,75,0,0,9,Italy,0
0,75,10,39,433,0,0,4,France,1
1,136,95,22,50,1,1,5,USA,0
1,36,26,36,988,0,0,0,Germany,1
0,125,59,89,6,1,0,5,Japan,0
0,19,6,42,23,1,0,2,USA,1
1,108,64,62,11,1,1,20,France,0
1,50,15,11,934,0,1,3,Ukraine,1
0,61,72,1,32,1,0,17,France,0
0,12,24,22,823,0,1,11,Japan,0
1,166,30,10,13,1,0,5,Germany,1
1,189,29,84,3,1,1,27,USA,0
0,163,27,13,873,0,0,22,Polland,0
0,141,30,96,26,1,1,7,Spain,1
0,64,37,29,47,1,1,7,Ukraine,1
0,183,64,6,603,0,0,25,Polland,0
1,90,31,1,17,1,0,7,France,0
1,184,15,56,1,0,0,2,Spain,1
0,125,96,45,519,0,0,10,Spain,0
0,106,59,26,22,1,1,3,"Saudi Arabia",1
0,131,68,32,39,1,1,1,Germany,1
1,152,46,30,35,1,1,7,China,1
0,27,77,3,35,1,0,3,Ukraine,1
0,180,59,89,10,1,0,8,Polland,0
1,148,100,82,48,1,1,18,Spain,0
1,56,79,19,21,1,1,4,Ukraine,1
1,180,49,26,9,1,1,19,France,0
1,75,38,94,854,0,0,25,China,0
0,182,33,98,35,1,1,4,Japan,0
1,43,81,2,158,0,0,4,Ukraine,1
1,94,64,47,44,1,0,4,Italy,0
0,191,31,66,39,1,0,13,China,0
0,33,9,73,202,0,1,19,Italy,0
1,158,79,88,46,1,0,1,Italy,1
0,6,34,19,47,1,0,6,China,0
1,164,83,62,18,1,1,29,Polland,0
1,76,57,15,609,0,1,3,"Saudi Arabia",1
0,172,17,16,15,1,0,7,Polland,1
1,70,91,99,20,1,0,16,Spain,0
1,10,21,1,568,0,0,1,"Saudi Arabia",0
1,174,96,20,131,0,0,26,Germany,0
1,27,46,62,417,0,1,6,Japan,0
1,79,27,47,24,1,0,1,Germany,1
0,9,10,4,33,1,1,8,China,0
0,55,19,34,32,1,0,5,China,0
1,184,63,18,439,0,0,24,Japan,0
0,100,4,45,47,1,1,26,Italy,0
1,26,4,92,443,0,0,4,USA,1
0,151,90,54,16,1,1,6,Italy,1
0,154,67,46,19,1,0,26,France,0
0,170,5,24,308,0,1,1,"Saudi Arabia",1
1,70,97,12,30,1,1,3,China,1
0,68,28,62,44,1,1,20,China,0
1,190,47,37,4,1,1,6,China,1
1,140,22,17,40,1,0,5,USA,1
0,34,30,17,15,1,1,2,Polland,0
1,21,10,58,6,1,0,16,Spain,0
1,59,6,62,35,1,1,10,Ukraine,0
1,45,42,39,14,1,0,7,Japan,0
0,24,80,7,48,1,0,4,"Saudi Arabia",1
0,194,16,41,38,1,0,11,Japan,0
0,62,64,51,43,1,1,2,"Saudi Arabia",1
0,11,86,26,34,1,0,14,USA,0
0,162,81,65,876,0,1,1,"Saudi Arabia",0
0,163,15,22,674,0,1,29,Polland,0
0,125,75,22,18,1,0,0,Germany,1
1,135,19,56,12,1,0,0,France,1
1,48,41,77,26,1,0,23,Polland,0
1,188,99,46,149,0,0,3,Spain,1
1,103,52,34,420,0,0,22,Italy,0
1,13,59,83,39,1,0,10,USA,0
1,190,84,22,20,1,1,4,"Saudi Arabia",1
0,87,47,25,16,1,1,0,USA,1
0,76,53,68,32,1,1,14,Italy,0
1,170,82,87,994,0,0,2,Ukraine,0
0,141,32,26,26,1,1,1,France,1
1,188,72,64,26,1,0,27,Italy,0
0,180,52,42,20,1,1,1,China,1
1,153,70,92,32,1,1,0,"Saudi Arabia",1
0,21,82,2,45,1,1,3,"Saudi Arabia",1
0,175,62,3,48,1,0,5,Polland,1
0,159,82,24,17,1,0,12,Polland,0
1,50,83,25,768,0,1,29,China,0
0,110,63,21,949,0,1,13,Japan,0
1,192,87,68,17,1,1,7,Germany,1
1,55,87,70,46,1,0,12,France,0
1,58,85,61,458,0,1,7,Germany,1
0,182,83,6,38,1,0,0,China,1
0,59,58,69,38,1,1,5,China,1
0,73,18,71,31,1,1,6,Germany,1
1,21,1,5,18,1,1,7,China,0
1,149,28,29,28,1,1,26,Japan,0
1,156,30,50,39,1,0,19,Italy,0
1,58,86,57,21,1,0,6,USA,1
0,199,49,21,35,1,0,4,Germany,1
0,94,37,35,467,0,0,2,Japan,0
1,183,89,19,196,0,0,0,Spain,1
1,126,17,40,37,1,1,10,Spain,0
0,100,43,83,319,0,1,3,"Saudi Arabia",1
1,176,53,96,7,1,1,4,France,1
0,167,29,50,37,1,1,1,Spain,1
0,182,99,43,36,1,1,14,Italy,0
1,70,4,99,92,0,1,6,China,1
1,153,87,43,9,1,0,22,Italy,0
0,126,19,0,9,1,1,2,Spain,0
1,103,66,81,24,1,0,0,USA,1
1,47,23,22,11,1,0,5,"Saudi Arabia",1
1,117,73,85,33,1,1,7,USA,0
1,107,76,80,357,0,0,29,China,0
0,34,59,13,43,1,0,18,Italy,0
0,55,82,18,48,1,1,26,France,0
0,145,81,32,656,0,0,15,France,0
1,8,9,30,128,0,0,11,Japan,0
0,144,24,9,338,0,0,4,"Saudi Arabia",1
0,1,37,41,37,1,0,28,USA,0
1,20,30,55,13,1,0,18,France,0
0,42,10,65,984,0,1,5,Ukraine,1
0,95,17,58,301,0,0,27,Italy,0
0,170,2,54,42,0,0,12,Spain,0
0,73,8,70,612,0,0,24,France,0
1,121,67,6,20,1,0,5,"Saudi Arabia",1
0,128,9,60,15,1,0,8,USA,0
0,137,61,15,25,1,0,6,"Saudi Arabia",1
0,176,67,15,12,1,0,24,Germany,0
1,121,15,0,7,1,0,6,Spain,1
1,64,68,2,9,1,0,25,China,0
0,18,61,23,674,0,1,23,Polland,0
1,33,23,43,730,0,0,10,Italy,0
1,5,14,3,815,0,0,9,China,0
1,8,6,51,46,1,1,17,Germany,0
1,117,88,34,728,0,0,0,Polland,0
0,103,33,26,39,1,1,10,Ukraine,0
0,51,88,89,451,0,1,22,France,0
1,77,76,13,461,0,0,28,Spain,0
1,125,24,73,36,1,1,10,France,0
0,132,7,99,946,0,0,19,USA,0
0,107,55,11,2,1,1,28,China,0
0,141,28,61,21,1,0,12,Japan,0
1,78,89,43,36,1,0,11,Spain,0
1,63,81,27,47,1,0,29,Ukraine,0
0,110,83,54,442,0,1,26,"Saudi Arabia",0
0,30,18,100,56,0,0,29,"Saudi Arabia",0
0,127,49,89,655,0,0,1,China,1
0,172,39,50,267,0,1,24,France,0
0,141,87,7,118,0,1,4,China,0
0,84,38,70,139,0,0,0,Germany,1
0,40,89,82,5,1,0,21,Spain,0
0,162,85,69,513,0,1,1,Germany,0
1,97,14,33,596,0,0,28,Polland,0
1,46,62,2,14,1,1,3,USA,1
0,144,49,12,23,1,0,19,Germany,0
0,145,81,9,24,1,0,2,"Saudi Arabia",1
0,94,95,55,2,1,0,9,Polland,0
1,49,75,42,524,0,0,12,"Saudi Arabia",0
1,134,23,81,17,1,0,1,Italy,0
0,7,36,10,36,1,0,3,Germany,1
1,68,87,36,9,1,0,10,USA,0
1,47,62,56,33,1,1,28,Ukraine,0
1,6,94,34,228,0,0,7,France,0
0,132,76,47,924,0,0,3,Germany,1
1,150,38,83,49,1,0,10,Polland,0
0,129,59,55,580,0,1,11,Japan,0
0,101,86,90,48,1,1,4,Germany,0
0,130,51,42,30,1,0,5,Germany,1
1,140,4,5,24,1,0,2,Germany,1
1,80,48,3,341,0,0,4,USA,1
0,159,55,13,17,1,1,6,France,0
1,57,53,84,37,1,0,0,Polland,0
1,32,13,15,37,1,0,26,Ukraine,0
0,12,8,21,34,0,1,26,Japan,0
1,198,86,19,741,0,1,16,China,0
0,40,40,44,31,1,1,3,Germany,1
0,174,26,88,4,1,1,3,France,1
0,134,81,74,7,1,1,5,Italy,1
1,103,38,21,5,1,0,7,Spain,1
0,193,69,41,217,0,0,12,"Saudi Arabia",0
1,71,9,58,40,1,1,1,France,1
1,135,10,43,16,1,1,5,USA,1
0,86,11,14,37,1,0,12,Italy,0
0,62,20,71,540,0,1,19,"Saudi Arabia",0
1,145,37,82,48,1,0,1,China,0
0,116,50,36,37,1,0,24,Italy,0
1,34,44,36,51,0,1,1,France,1
0,134,29,60,19,1,1,1,China,1
0,36,100,71,4,1,0,12,Japan,0
0,81,23,90,47,1,0,0,Polland,0
0,11,82,52,40,1,0,7,USA,1
1,103,19,5,36,1,1,6,Italy,0
0,93,24,35,30,1,0,7,Ukraine,0
1,97,35,87,189,0,1,16,China,0
0,25,74,44,6,1,1,0,Ukraine,1
0,74,31,41,15,1,0,14,France,0
0,140,22,59,552,0,0,0,China,0
1,68,7,84,192,0,0,24,Italy,0
0,84,26,53,229,0,1,3,China,0
1,1,15,56,125,0,1,24,Japan,0
0,132,60,69,203,0,1,27,USA,0
0,67,68,50,35,1,0,16,"Saudi Arabia",0
0,99,19,67,20,1,1,15,China,0
0,167,100,45,37,1,1,18,Ukraine,0
0,14,67,72,27,1,1,27,Germany,0
1,108,1,47,1,1,0,29,Ukraine,0
1,48,17,70,13,1,0,24,Spain,0
0,74,43,66,824,0,1,5,Japan,0
1,40,13,29,18,1,0,0,"Saudi Arabia",1
1,96,16,29,40,1,0,7,Spain,0
1,176,92,94,299,0,0,18,USA,0
0,90,52,50,408,0,1,17,Polland,0
1,22,32,52,12,1,0,21,USA,0
1,36,71,17,26,1,1,28,Polland,0
1,30,58,78,36,1,0,5,"Saudi Arabia",1
1,10,38,48,33,1,0,18,Germany,0
0,139,18,33,7,1,1,29,Japan,0
1,19,43,54,17,1,1,12,France,0
0,36,100,48,12,1,1,24,France,0
0,53,64,45,176,0,1,3,Polland,1
0,125,57,1,10,1,1,29,China,0
0,67,76,70,294,0,1,11,Ukraine,0
1,142,91,16,38,1,1,18,Italy,0
0,174,58,53,804,0,0,17,Germany,0
1,187,93,77,19,1,1,1,Polland,0
1,127,65,73,705,0,0,18,Ukraine,0
1,141,17,57,279,0,0,23,Polland,0
0,140,80,83,42,1,0,1,Japan,0
0,33,66,4,26,1,1,13,France,0
0,16,20,42,116,0,0,15,Italy,0
0,184,54,74,48,1,0,23,USA,0
1,135,91,60,858,0,0,11,France,0
0,188,64,94,662,0,0,6,"Saudi Arabia",1
1,73,38,35,603,0,1,4,Germany,1
0,145,60,23,36,1,1,1,Japan,0
0,191,64,27,49,1,1,1,Polland,0
1,128,65,12,724,0,0,10,Japan,0
1,96,74,81,110,0,0,7,China,0
0,178,32,7,892,0,1,2,Ukraine,1
0,79,17,55,8,1,1,2,China,0
0,81,33,33,34,1,0,26,Italy,0
1,86,16,88,958,0,1,16,France,0
0,193,98,43,682,0,1,3,Germany,1
0,108,25,71,27,1,1,0,Polland,0
1,96,55,53,37,1,1,5,"Saudi Arabia",1
1,124,14,17,45,1,1,28,China,0
0,137,51,18,37,1,0,24,China,0
1,7,72,26,107,0,0,12,Spain,0
0,65,33,39,11,1,0,18,USA,0
0,118,40,96,561,0,1,20,Polland,0
0,135,7,50,1,1,0,1,USA,1
0,60,74,64,30,1,0,3,France,1
1,123,83,40,24,1,0,0,Spain,1
1,146,9,53,42,1,1,7,France,0
1,77,32,64,636,0,1,24,France,0
1,29,87,63,742,0,1,25,France,0
1,7,20,24,937,0,1,20,Polland,0
0,100,53,56,307,0,0,25,Japan,0
1,119,64,90,307,0,0,10,Polland,0
0,182,1,68,769,0,1,8,"Saudi Arabia",0
0,96,23,97,48,1,0,7,China,1
0,110,82,48,1,1,0,5,Germany,1
1,144,93,36,17,1,0,6,Germany,1
0,49,98,36,46,1,0,18,China,0
0,129,75,24,13,1,0,5,Japan,1
0,155,23,18,8,1,0,4,France,1
0,158,50,88,31,1,0,3,Spain,1
0,19,87,84,31,1,1,3,Italy,0
0,165,72,70,974,0,1,6,USA,1
0,76,20,57,18,1,1,6,Germany,1
0,161,97,57,14,1,1,24,Polland,0
0,64,57,22,19,1,1,1,China,0
0,38,17,18,168,0,0,27,Polland,0
0,128,67,29,7,1,1,7,Spain,1
1,60,95,20,20,1,0,2,"Saudi Arabia",1
1,194,36,57,260,0,0,27,Spain,0
1,129,88,49,728,0,1,20,Ukraine,0
0,56,1,72,222,0,0,2,Germany,1
0,148,15,99,24,1,1,14,Japan,0
1,124,9,40,357,0,1,5,Polland,0
0,87,17,57,42,1,1,25,France,0
1,137,58,40,135,0,0,18,Italy,0
0,42,91,71,14,1,1,6,Japan,1
1,179,59,65,3,1,0,15,Ukraine,0
0,139,54,82,35,1,0,4,Spain,1
1,68,28,73,16,1,1,19,Germany,0
1,114,17,49,622,0,1,17,France,0
1,61,96,34,1,1,0,6,Germany,1
0,122,43,24,37,1,1,16,China,0
1,157,44,51,865,0,0,10,Ukraine,0
1,155,14,88,563,0,1,6,Japan,1
0,19,65,58,17,1,1,2,Polland,1
0,153,72,72,47,1,1,4,Ukraine,0
0,34,1,29,44,1,1,23,Germany,0
0,181,87,12,24,1,0,3,Polland,1
0,115,59,27,12,1,1,28,Ukraine,0
0,21,28,36,28,1,1,4,Spain,1
1,147,5,83,5,1,0,1,Japan,0
0,37,39,10,16,0,0,13,Polland,0
1,102,75,37,60,0,1,24,Germany,0
1,167,83,0,671,0,0,1,USA,1
0,22,93,63,44,1,1,6,France,1
0,174,63,17,10,1,1,16,Polland,0
1,99,23,92,13,1,1,0,Polland,1
1,124,13,47,131,0,1,5,Spain,0
0,137,73,91,40,1,1,0,China,0
1,42,69,29,328,0,1,18,Japan,0
0,177,75,10,569,0,0,11,Polland,0
1,58,40,65,42,1,1,13,Ukraine,0
0,152,86,14,9,1,0,25,Ukraine,0
0,112,79,73,32,0,1,5,Spain,1
0,80,18,38,27,1,1,19,China,0
0,105,82,29,680,0,1,4,Spain,1
0,39,36,53,46,1,0,22,Ukraine,0
0,154,34,74,246,0,1,6,Germany,1
0,92,80,81,405,0,0,23,France,0
1,164,48,3,44,1,0,1,Ukraine,0
0,97,88,50,827,0,0,16,Spain,0
1,88,30,38,843,0,1,6,Germany,1
0,173,88,31,15,1,0,11,Japan,0
0,155,91,94,473,0,1,0,Germany,0
0,175,87,6,86,0,1,15,Italy,0
1,185,87,31,909,0,1,21,Polland,0
0,36,73,50,40,1,0,5,USA,1
0,155,71,39,5,1,0,11,Polland,0
0,20,8,74,338,0,1,0,Germany,1
1,180,27,25,49,1,1,7,Japan,0
1,93,8,21,490,0,1,16,Italy,0
1,35,30,93,961,0,0,27,Italy,0
0,0,15,100,220,0,1,5,"Saudi Arabia",1
0,196,58,20,46,1,0,6,Germany,1
0,167,69,49,303,0,0,2,France,1
1,134,96,76,48,1,0,22,Polland,0
0,132,52,72,333,0,0,4,"Saudi Arabia",1
1,77,87,27,705,0,1,1,USA,1
1,75,80,10,16,1,0,11,USA,0
0,3,91,80,36,1,1,1,France,1
0,10,18,61,21,1,0,9,Polland,0
0,187,58,86,10,1,1,18,Germany,0
0,111,80,38,33,1,1,5,USA,1
1,50,69,6,33,1,0,12,Polland,0
0,98,5,61,870,0,1,2,USA,1
1,80,2,67,37,1,0,5,Polland,0
0,80,32,83,35,1,0,3,"Saudi Arabia",1
0,136,77,6,37,1,1,6,USA,1
1,2,84,1,17,1,0,26,Japan,0
1,129,34,17,44,1,0,6,France,1
1,181,71,98,973,0,1,5,Italy,1
0,144,29,77,40,1,1,21,France,0
1,124,57,70,13,1,0,27,Ukraine,0
0,16,92,96,276,0,0,28,Ukraine,0
1,166,64,65,967,0,0,15,"Saudi Arabia",0
1,67,82,62,882,0,0,6,Germany,1
1,79,70,43,44,1,1,1,USA,1
1,103,68,29,46,1,0,12,France,0
1,182,17,19,17,1,1,9,Japan,0
1,79,48,37,38,1,1,25,Spain,0
0,14,23,75,15,1,0,1,Spain,1
0,77,49,98,690,0,1,20,Italy,0
0,26,83,29,743,0,0,13,Japan,0
0,74,81,51,822,0,0,5,France,1
1,71,95,86,11,1,0,29,China,0
0,46,40,46,24,1,0,6,Polland,0
0,132,92,95,13,1,0,12,Japan,0
0,137,35,80,518,0,1,8,Spain,0
1,146,48,20,769,0,0,14,Japan,0
0,159,87,76,20,1,1,27,"Saudi Arabia",0
1,110,15,79,34,1,1,3,Germany,1
1,69,91,7,31,1,1,28,China,0
1,53,80,63,97,0,1,5,France,0
0,143,64,2,197,0,0,1,USA,1
1,143,5,79,31,1,1,3,Ukraine,1
1,3,66,83,43,1,1,27,Italy,0
1,79,20,60,660,0,0,13,Polland,0
1,54,91,29,34,1,0,15,France,0
0,34,38,22,9,1,1,5,Ukraine,0
1,48,60,77,359,0,0,15,Ukraine,0
0,10,94,48,996,0,0,3,"Saudi Arabia",0
0,45,4,35,16,1,1,24,France,0
0,166,29,42,16,1,0,15,France,0
0,138,63,44,516,0,0,7,Italy,0
0,15,37,17,590,0,1,10,Japan,0
1,51,87,1,666,0,0,17,Spain,0
0,118,80,76,2,1,1,18,Polland,0
0,0,95,5,201,0,1,0,Germany,1
0,107,61,52,14,1,1,5,China,0
0,25,52,3,23,1,1,1,Japan,0
1,173,29,89,494,0,1,30,Spain,0
1,187,15,0,447,0,1,7,USA,1
1,89,75,75,37,1,0,30,Italy,0
0,86,96,80,21,1,1,23,Japan,0
1,132,17,79,16,1,1,7,Ukraine,0
0,54,23,63,64,0,0,10,Italy,0
1,181,11,85,6,1,0,13,Ukraine,0
0,121,68,52,581,0,1,3,France,1
1,95,38,75,16,1,1,25,Ukraine,0
1,70,27,6,42,1,1,1,Spain,0
0,19,19,68,681,0,1,3,Spain,1
1,34,24,75,41,1,0,22,Ukraine,0
0,90,79,49,483,0,1,4,Ukraine,0
1,132,56,74,352,0,1,0,France,1
1,174,24,30,31,1,0,2,Polland,0
1,128,3,30,988,0,0,8,China,0
0,10,12,32,1,1,1,0,Germany,1
0,185,68,73,36,1,0,7,Spain,1
0,158,35,27,29,1,1,3,Spain,1
0,9,52,28,1,1,1,26,Spain,0
1,168,6,11,4,1,0,11,Italy,0
1,147,61,17,11,1,1,5,Spain,0
0,54,4,76,42,1,1,0,China,1
1,7,75,46,288,0,0,13,Polland,0
0,3,61,76,8,1,1,3,USA,1
1,55,53,34,41,1,0,24,Japan,0
0,54,64,58,511,0,1,2,Italy,0
0,160,69,87,745,0,1,3,"Saudi Arabia",1
1,108,61,95,36,1,1,18,China,0
